Player,Batting,Bowling,Umpire
Salman Mirza,Right hand,Left arm pace,No
Samantha Singham,Right hand,Right arm pace,No
S Ambo,Right hand,Right arm pace,No
Sameen Gul,Right hand,Right arm pace,No
Sameera Khan,Right hand,Right arm pace,No
Sameer Patel,Right hand,,No
Sameer Zia,Right hand,Right arm off break,No
Sami Faridi,Right hand,Left arm wrist spin,No
Sami Sohail,Right hand,Right arm pace,No
Samiullah,Right hand,Right arm pace,No
Sami Ullah,Right hand,Right arm pace,No
Samiullah Khan,Right hand,Left arm pace,No
Samiullah Shenwari,Right hand,Right arm leg break,No
Samiur Rahman,Right hand,Right arm pace,No
Sammu Ashan,Right hand,Right arm off break,No
SA Mohamed,Right hand,Right arm off break,No
SA Mohandas,Right hand,Right arm pace,No
Sana Javed,Right hand,Right arm pace,No
Sana Mir,Right hand,Right arm off break,No
SAN Anjum,Right hand,Right arm pace,No
Sandeep Goud,Right hand,Right arm pace,No
Sandeep Sharma,Right hand,Right arm pace,No
Sandeep Sunar,Right hand,Right arm leg break,No
Sangita Rai,Right hand,Right arm off break,No
Sangwook Lee,Right hand,,No
Sania Khan,Right hand,Right arm pace,No
Sani E Zehra,Right hand,Right arm pace,No
S Anirudha,Right hand,,No
Saniyah Zia,Right hand,Right arm pace,No
Sanjay Kumar,Right hand,Right arm pace,No
Sanjida Islam,Right hand,,No
Sanjit Saha,Right hand,Right arm off break,No
SA Northeast,Right hand,Right arm off break,No
SA Okpe,Right hand,Right arm off break,No
SA Oldershaw,Right hand,Right arm leg break,No
SA Panayan,Right hand,Right arm off break,No
SA Paranjpe,Right hand,Right arm pace,No
SA Patel,Right hand,Left arm wrist spin,No
SA Patterson,Right hand,Right arm pace,No
SA Piolet,Right hand,Right arm pace,No
S Appu,Right hand,Right arm pace,No
S Appusamy,Right hand,Right arm pace,No
Saqib Ali,Right hand,,No
Saqib Naveed,Right hand,Left arm pace,No
Saqib Shah,Right hand,,No
Saqib Zulfiqar,Right hand,Right arm leg break,No
Saqlain Ali,Right hand,Right arm pace,No
Saqlain Arshad,Right hand,Right arm off break,No
Saqlain Mushtaq,Right hand,Right arm off break,No
S Arachchige,Right hand,Right arm off break,No
Sarbjot Singh,Right hand,,No
Sarfaraj Mulla,Right hand,Right arm pace,No
Sarfaraj Patel,Right hand,Right arm pace,No
Sarfaraz Ali,Right hand,Right arm pace,No
Sarfraz Ahmed,Right hand,Right arm off break,No
Sarfraz Butt,Right hand,,No
Sasha Azmi,Right hand,Right arm pace,No
S Ashwathnarayana,Right hand,Right arm pace,No
S Ateak,Right hand,Right arm off break,No
Saud Islam,Right hand,Right arm off break,No
S Austin,Right hand,Right arm pace,No
SA Whitehead,Right hand,Left arm orthodox,No
SA Wijeratne,Right hand,,No
SA Wittmann,Right hand,Right arm pace,No
SA Yadav,Right hand,Right arm pace,No
Sayed Monib,Right hand,Right arm pace,No
Sayed Shirzad,Right hand,Left arm pace,No
Sazzad Hosen,Right hand,Right arm pace,No
S Badree,Right hand,Right arm leg break,No
S Badrinath,Right hand,Right arm off break,No
S Bangera,Right hand,,No
SB Bangar,Right hand,Right arm pace,No
SB Davey,Right hand,Right arm pace,No
SB Haig,Right hand,Right arm pace,Yes
SB Harper,Right hand,,No
S Bhaskar,Right hand,Right arm leg break,No
SB Lama,Right hand,Right arm pace,No
SB Odedra,Right hand,Right arm pace,No
S Bremar,Right hand,,No
S Browne,Right hand,,No
S Bruning,Right hand,Right arm off break,No
SB Styris,Right hand,Right arm pace,No
S Byrne,Right hand,Right arm leg break,No
SB Zavos,Right hand,Left arm orthodox,No
S Campbell,Right hand,Right arm pace,No
SC Cook,Right hand,Right arm pace,No
SC Gale,Right hand,Right arm leg break,Yes
SC Getkate,Right hand,Right arm pace,No
SCG MacGill,Right hand,Right arm leg break,No
S Chandramohan,Right hand,,No
S Chaturvedi,Right hand,,No
S Chhetri,Right hand,,No
S Choden,Right hand,Right arm pace,No
S Chohan,Right hand,Right arm off break,No
S Chophel,Right hand,,No
SC Joseph,Right hand,Right arm off break,No
SC Kerrigan,Right hand,Left arm orthodox,No
SC Kuggeleijn,Right hand,Right arm pace,No
SC Kumari,Right hand,Right arm pace,No
SC Meaker,Right hand,Right arm pace,No
SC Moore,Right hand,Right arm pace,No
S Colombage,Right hand,Right arm leg break,No
S Conners,Right hand,Right arm pace,No
S Conteh,Right hand,Right arm pace,No
S Cotter,Right hand,Right arm pace,No
SC Patel,Right hand,Right arm off break,No
SC Selman,Right hand,Right arm pace,No
SC Taylor,Right hand,,No
S Cummings,Right hand,,Yes
S Daffara,Right hand,Right arm pace,No
S Dalton,Right hand,,No
SD Chitnis,Right hand,Right arm off break,No
S Desungnoen,Right hand,Right arm off break,No
S Devata,Right hand,Right arm pace,No
S Dhadwal,Right hand,Right arm pace,No
S Dhamala,Right hand,Right arm off break,No
S Dharnidharka,Right hand,Right arm pace,No
SD Hope,Right hand,,No
S Dill,Right hand,Right arm pace,No
SDJJ Dima,Right hand,Right arm off break,No
SD Lad,Right hand,Right arm off break,No
S Dokosobau,Right hand,Right arm pace,No
SD Parry,Right hand,Left arm orthodox,No
SD Peters,Right hand,,No
SD Pradhan,Right hand,Right arm off break,No
SD Robson,Right hand,Right arm leg break,No
SD Udal,Right hand,Right arm off break,No
S Dzimau,Right hand,,No
SE Aley,Right hand,Right arm pace,No
SE Aquilina,Right hand,,No
SEA Ruck,Right hand,Left arm pace,No
SE Bond,Right hand,Right arm pace,No
S Ecclestone,Right hand,Left arm orthodox,No
SE Charteris,Right hand,Right arm off break,No
SE Gotch,Right hand,Right arm pace,No
S Eno,Right hand,,No
SE Rowe,Right hand,Right arm pace,No
SE Thomas,Right hand,,No
Seungmin Song,Right hand,Right arm pace,No
S Farooq,Right hand,Right arm pace,No
SF Burger,Right hand,Right arm pace,No
SF Hunt,Right hand,Left arm pace,No
SF Jerome,Right hand,Right arm pace,No
SFM Devine,Right hand,Right arm pace,No
SF Mire,Right hand,Right arm pace,No
S Gajjar,Right hand,,No
S Gajnabi,Right hand,Right arm pace,No
S Gawas,Right hand,Right arm pace,No
S Gladston,Right hand,,No
S Glenn,Right hand,Right arm leg break,No
S Gopal,Right hand,Right arm leg break,No
S Groenewald,Right hand,Right arm off break,No
S Grover,Right hand,,No
S Guambe,Right hand,,No
SG Whittingham,Right hand,Right arm pace,No
Shabbir Ahmed,Right hand,Right arm pace,No
Shabir Noori,Right hand,Right arm off break,No
Shadab Khan,Right hand,Right arm leg break,No
Shadnan Khan,Right hand,Right arm pace,No
Shafali Verma,Right hand,Right arm off break,No
Shaffaa Saleem,Right hand,Right arm pace,No
Shafia Hassan,Right hand,Right arm leg break,No
Shafina Mahesh,Right hand,Right arm pace,No
Shafiq Sharif,Right hand,,No
Shafiqullah,Right hand,,No
Shafiuddin Ahmed,Right hand,Right arm pace,Yes
Shafiul Hayet,Right hand,Right arm off break,No
Shafiul Islam,Right hand,Right arm pace,No
Shafraz Jaleel,Right hand,,No
S Haggo,Right hand,Right arm pace,No
Shahadat Hossain,Right hand,Right arm pace,No
Shahanaz Parvin,Right hand,Right arm off break,No
Shahbaz Badar,Right hand,,No
Shahbaz Bashir,Right hand,Right arm pace,No
Shahbaz Rasheed,Right hand,Right arm off break,No
Shaheed Dhanani,Right hand,Right arm off break,No
Shaheryar Butt,Right hand,Right arm off break,No
Shahid Afridi,Right hand,Right arm leg break,No
Shahid Mahmood,Right hand,Right arm pace,No
Shahid Nazir,Right hand,Right arm pace,No
Shahid Wasif,Right hand,Right arm off break,No
Shahid Yousuf,Right hand,Right arm pace,No
SH Ahmad,Right hand,Right arm pace,No
Shahnawaz Dhani,Right hand,Right arm pace,No
Shahreeennawab,Right hand,Right arm pace,No
Shahriar Hossain,Right hand,Right arm off break,No
Shahzad Khan,Right hand,Right arm pace,No
Shahzaib Hasan,Right hand,Right arm off break,No
Shaila Sharmin,Right hand,Right arm off break,No
Shaiman Anwar,Right hand,Right arm leg break,No
Shakeel Ansar,Right hand,,No
Shakerullah Safi,Right hand,Right arm leg break,No
Shakti Singh,Right hand,Right arm pace,No
Shamima Sultana,Right hand,,No
Shamma Ali,Right hand,Right arm pace,No
Shamsudheen Purat,Right hand,Right arm off break,No
Shamsur Rahman,Right hand,,No
Shankar Rana,Right hand,,No
Shanzeen Shahzad,Right hand,Right arm pace,No
Sharafuddin Ashraf,Right hand,Left arm orthodox,No
SHA Rance,Right hand,Right arm pace,No
Sharif Asadullah,Right hand,Right arm pace,No
Sharifullah,Right hand,Right arm off break,No
Sharmin Akhter,Right hand,,No
Sharmin Sultana,Right hand,,No
Shathira Jakir,Right hand,Right arm off break,No
Shawkat Zaman,Right hand,Right arm off break,No
Shayan Jahangir,Right hand,Right arm pace,No
SH Choudhry,Right hand,Left arm orthodox,No
Shehraz Khalid,Right hand,,No
Shehzad Ahmed,Right hand,,No
Sheraz Sheikh,Right hand,Left arm orthodox,No
Sher Sahak,Right hand,Right arm pace,No
Sherul Mehta,Right hand,Right arm off break,No
S Hicks,Right hand,Right arm pace,No
Shiraz Ahmed,Right hand,Left arm pace,No
Shiraz Khan,Right hand,Right arm leg break,No
Shivam Mavi,Right hand,Right arm pace,No
Shivam Sharma,Right hand,Right arm off break,No
Shi Yu Feng,Right hand,Right arm off break,No
SH Lewis,Right hand,Right arm pace,No
SH Mohamedi,Right hand,,No
Shoaib Ahmed,Right hand,Right arm pace,No
Shoaib Akhtar,Right hand,Right arm pace,No
Shoaib Ali,Right hand,Right arm off break,No
Shoaib Khan,Right hand,Right arm pace,No
Shoaib Malik,Right hand,Right arm off break,No
Shoaib Qureshi,Right hand,Right arm pace,No
Shoaib Razzak,Right hand,Right arm pace,No
Shoaib Sarwar,Right hand,Right arm pace,No
SH Obed,Right hand,Right arm leg break,No
Shohely Akhter,Right hand,Right arm off break,No
Shohidul Islam,Right hand,Right arm pace,No
S Hongsi,Right hand,Right arm pace,No
S Hook,Right hand,Right arm leg break,No
S Horley,Right hand,Left arm orthodox,No
SH Sarathkumara,Right hand,Right arm leg break,Yes
S Htet Wai,Right hand,Right arm pace,No
Shuaib Al Balushi,Right hand,Right arm off break,No
Shubham Mavi,Right hand,Right arm pace,No
Shubman Gill,Right hand,Right arm off break,No
Shukhtara Rahman,Right hand,,No
S Hussein,Right hand,Right arm pace,No
Shuvagata Hom,Right hand,Right arm off break,No
Shykat Ali,Right hand,Right arm pace,No
Sibtain Mushtaq,Right hand,Right arm leg break,No
Sid Beton,Right hand,,No
Siddiq Khan,Right hand,Right arm off break,Yes
SI de Saram,Right hand,Right arm off break,No
Sidhant Singh,Right hand,,No
Sidra Ameen,Right hand,Right arm pace,No
Sidra Nawaz,Right hand,,No
SI Galagedara,Right hand,Right arm pace,No
SI Gray,Right hand,,No
Sikandar Raza,Right hand,Right arm off break,No
Sikander Zulfiqar,Right hand,Right arm pace,No
SI Mahmood,Right hand,Right arm pace,No
Simandeep Singh,Right hand,,No
Simi Singh,Right hand,Right arm off break,No
Simranjit Singh,Right hand,,No
Sinae Kim,Right hand,,No
S Ingabire,Right hand,Right arm off break,No
Siow Tzin Yee,Right hand,Right arm pace,No
SIP Fernando,Right hand,Right arm off break,No
SIR Dunkley,Right hand,Right arm leg break,No
S Jadhav,Right hand,Right arm pace,No
S Jamil,Right hand,Right arm off break,No
SJ Andrews,Right hand,Right arm pace,No
S Jayathilake,Right hand,Right arm leg break,No
SJ Baard,Right hand,Right arm pace,No
SJ Bryce,Right hand,,No
SJ Cameron,Right hand,,No
SJ Carnachan,Right hand,,No
SJ Cook,Right hand,Right arm pace,No
SJ Coyte,Right hand,Right arm pace,No
SJ Croft,Right hand,Right arm off break,No
SJD Bell,Right hand,Right arm leg break,No
SJ Elliott,Right hand,Right arm leg break,No
SJ Harmison,Right hand,Right arm pace,No
SJ Johnson,Right hand,Right arm pace,No
SJ Loftie-Eaton,Right hand,Right arm pace,No
SJ Massiah,Right hand,Right arm off break,No
SJ McGlashan,Right hand,,No
SJ Modani,Right hand,Right arm off break,No
SJ Mullaney,Right hand,Right arm pace,No
SJ Murdoch,Right hand,Right arm pace,No
S Jora,Right hand,,No
SJ O'Shaughnessy,Right hand,Right arm pace,Yes
SJ Patel,Right hand,Right arm pace,No
SJ Pearce,Right hand,Right arm leg break,No
SJ Raphael,Right hand,,No
SJ Reingold,Right hand,Right arm off break,No
SJ Srivastava,Right hand,Left arm pace,No
SJS Smith,Right hand,,No
SJ Taylor,Right hand,,No
SJ Thakor,Right hand,Right arm pace,No
SJ Truloff,Right hand,Right arm leg break,No
SJ Tsukigawa,Right hand,Right arm pace,No
S Juma,Right hand,,No
SJ Walters,Right hand,Right arm leg break,No
S Jyoti,Right hand,Right arm off break,No
S Kagnassy,Right hand,,No
S Kailath,Right hand,Right arm pace,No
S Kakai,Right hand,Right arm pace,No
S Kalavitigoda,Right hand,,No
S Kaul,Right hand,Right arm pace,No
S Kaushik,Right hand,Left arm wrist spin,No
SK Awiah,Right hand,Right arm off break,No
SK Burke,Right hand,Right arm pace,No
SK Chandhrasekar,Right hand,Right arm leg break,No
SK Dolawatte,Right hand,Right arm leg break,No
SKDT Madusanka,Right hand,Right arm pace,No
S Kenni,Right hand,,No
S Keshvani,Right hand,Right arm off break,No
S Ketipe,Right hand,Right arm off break,Yes
S Khadka,Right hand,Left arm pace,No
S Khatiwada,Right hand,Right arm pace,No
Skhawat Ali,Right hand,Right arm off break,No
SK Moloney,Right hand,Right arm off break,No
SK Naidu,Right hand,,No
S Kotte,Right hand,Right arm off break,No
SK Patel,Right hand,,No
SK Porel,Right hand,Right arm pace,Yes
SK Rana,Right hand,Right arm pace,No
SK Sonpethkar,Right hand,Right arm pace,No
SK Springer,Right hand,Right arm pace,No
SK Tarapore,Right hand,Right arm leg break,Yes
SK Trivedi,Right hand,Right arm pace,No
S Kubheka,Right hand,Right arm pace,No
S Kubota,Right hand,,No
S Kushretha,Right hand,Right arm off break,No
SK Warne,Right hand,Right arm leg break,No
SKW Kelly,Right hand,Right arm pace,No
SK Yadav,Right hand,Right arm pace,No
S Lackay,Right hand,Right arm off break,No
S Ladda,Right hand,Right arm leg break,No
S Lakshan,Right hand,Right arm leg break,No
S Lamichhane,Right hand,Right arm leg break,No
S Lankathilaka,Right hand,Right arm pace,No
S Laomi,Right hand,Right arm leg break,No
SL Bates,Right hand,Left arm orthodox,No
SL Elstone,Right hand,Right arm off break,No
SL Gomez,Right hand,Right arm pace,No
SL Hungerford,Right hand,Right arm pace,No
S Linden,Right hand,Right arm pace,No
SL Kalis,Right hand,Right arm pace,No
SL Malinga,Right hand,Right arm pace,No
SL Munroe,Right hand,Right arm pace,No
S Lohani,Right hand,Right arm off break,No
S Lomani,Right hand,Right arm pace,No
S Lote,Right hand,,No
S Loubser,Right hand,Right arm off break,No
SL Perera,Right hand,Right arm off break,No
SL Pujare,Right hand,Right arm off break,No
SL Quintyne,Right hand,Right arm leg break,No
SL Rainbird,Right hand,Left arm pace,No
SL Shastri,Right hand,Left arm orthodox,Yes
SL Stewart,Right hand,Right arm pace,No
S Luus,Right hand,Right arm leg break,No
SLV Raju,Right hand,Left arm orthodox,No
S Mabuza,Right hand,Right arm pace,No
S MacMahon,Right hand,Right arm pace,No
S Magar,Right hand,Right arm pace,No
S Mahmood,Right hand,Right arm pace,No
SMA Priyanjan,Right hand,Right arm off break,No
S Matsikenyeri,Right hand,Right arm off break,No
S Mba,Right hand,,No
SM Bartlett,Right hand,Right arm pace,Yes
SM Benade,Right hand,Right arm pace,No
SM Betts,Right hand,Right arm pace,No
SM Boland,Right hand,Right arm pace,No
SM Dhanusri,Right hand,Right arm pace,No
S Meghana,Right hand,Right arm pace,No
SM Elliott,Right hand,Right arm pace,No
S Meyenborg,Right hand,Right arm pace,No
SM Harwood,Right hand,Right arm pace,No
S Midhun,Right hand,Right arm leg break,No
S Milenko,Right hand,Right arm pace,No
SM Kavanagh,Right hand,Right arm pace,No
SMK Waththage,Right hand,Right arm pace,No
SM Mayers,Right hand,Right arm off break,No
SM Mills,Right hand,,No
S Mostary,Right hand,Right arm pace,No
S Movva,Right hand,,No
SM Pollock,Right hand,Right arm pace,No
SM Raju,Right hand,Right arm pace,Yes
Smruthi Radhakrishnan,Right hand,Right arm off break,No
SM Sharif,Right hand,Right arm pace,No
SM Sharma,Right hand,Right arm pace,No
SMSM Senanayake,Right hand,Right arm off break,No
S Muhammad,Right hand,Right arm pace,No
S Mukuddem,Right hand,Right arm pace,No
S Muniandy,Right hand,Right arm pace,No
S Munro,Right hand,Right arm pace,No
S Nadeem,Right hand,Left arm orthodox,No
S Nadigotla,Right hand,Right arm off break,No
S Naik,Right hand,,No
S Nair,Right hand,Right arm pace,No
S Nakano,Right hand,Right arm pace,No
S Nampiina,Right hand,Right arm leg break,No
S Namusha,Right hand,Right arm pace,No
S Navaratnam,Right hand,Right arm pace,No
S Newport,Right hand,Right arm off break,No
SNJ O'Keefe,Right hand,Left arm orthodox,No
SN Khan,Right hand,Right arm leg break,No
SN Luff,Right hand,Right arm pace,No
SN Netravalkar,Right hand,Left arm pace,No
SN Pathirana,Right hand,Right arm pace,No
SN Pradhan,Right hand,Right arm pace,No
SN Shihepo,Right hand,Right arm pace,No
SN Thakur,Right hand,Right arm pace,No
SO Akolade,Right hand,Right arm pace,No
Sobha Aale,Right hand,,No
SO Dowrich,Right hand,,No
Sohag Gazi,Right hand,Right arm off break,No
Sohaib Maqsood,Right hand,Right arm off break,No
Sohail Akhtar,Right hand,Right arm pace,No
Sohail Khan,Right hand,Right arm pace,No
Sompal Kami,Right hand,Right arm pace,No
SO Ngoche,Right hand,Left arm orthodox,No
Song Yangyang,Right hand,,No
Song Yang Yang,Right hand,Right arm off break,No
Song Yulin,Right hand,Right arm pace,No
Soniya Dabir,Right hand,Right arm pace,No
SO Olayinka,Right hand,,No
SO Tikolo,Right hand,Right arm off break,No
Soumendranath Kundu,Right hand,Right arm leg break,No
Soumen Singh,Right hand,Right arm off break,Yes
Souta Wada,Right hand,,No
S Pai,Right hand,Right arm pace,No
S Paldon,Right hand,,No
S Pandey,Right hand,Right arm pace,No
S Parvady,Right hand,,No
SP Crook,Right hand,Right arm pace,No
SPD Jayamahamudali,Right hand,,Yes
SPD Smith,Right hand,Right arm leg break,No
S Pecaud,Right hand,Right arm leg break,No
S Periyalwar,Right hand,Right arm pace,No
SP Gauchan,Right hand,Left arm orthodox,No
SP Guzman,Right hand,,No
SP Jackson,Right hand,,No
SP Khakurel,Right hand,,No
SP Kirby,Right hand,Right arm pace,No
SP Krishnamurthi,Right hand,Left arm orthodox,No
SP Mackin,Right hand,Right arm pace,No
S Pokhriyal,Right hand,Right arm pace,No
SP Patel,Right hand,,No
SP Patil,Right hand,,No
S Pradhan,Right hand,Right arm pace,No
S Prasanna,Right hand,Right arm leg break,No
SP Sharma,Right hand,Right arm off break,No
SP Terry,Right hand,Right arm off break,No
SPY Baron,Right hand,,No
S Qeshile,Right hand,,No
S Ramautar,Right hand,Right arm off break,No
S Ramjohn,Right hand,Right arm pace,No
S Rana,Right hand,Right arm off break,No
S Randiv,Right hand,Right arm off break,No
S Rao,Right hand,,Yes
SR Aoina,Right hand,Right arm pace,No
SR Asmussen,Right hand,Right arm leg break,No
S Ravikumar,Right hand,,No
S Ravoka,Right hand,,No
S Rayner,Right hand,Left arm pace,No
SR Bernard,Right hand,Right arm pace,No
SR Bhudia,Right hand,Right arm pace,No
SR Clark,Right hand,Right arm pace,No
SR Dickson,Right hand,Right arm pace,No
S Regmi,Right hand,Right arm off break,No
S Rengarajan,Right hand,Right arm off break,No
